Synced TS,Perpendicular_A,Parallel_A,Tangential_A,TotalSquared_A,Perpendicular_B,Parallel_B,Tangential_B,TotalSquared_B,MotionMotif,xmin,xmax
1909792.9842178267,0.0033696579581556294,-8.77342148220261e-4,-0.00164321631617966,1.4824483861764362e-5,0.005683512122428196,0.0040473256854672394,0.0028491165117346283,5.680062014747001e-5,SoloPerpendicular,1909792.9842178267,1909826.5202178266
1909826.5202178266,0.0033696579581556294,-8.77342148220261e-4,-0.00164321631617966,1.4824483861764362e-5,0.006518485065183416,0.0046719665778958575,0.0029980215243464972,7.330605231044007e-5,SoloPerpendicular,1909826.5202178266,1909839.2634
1909839.2634,0.012867730452233161,1.4881619065874267e-4,-8.760575965611967e-4,1.663681101624234e-4,0.006518485065183416,0.0046719665778958575,0.0029980215243464972,7.330605231044007e-5,SoloPerpendicular,1909839.2634,1909859.1580178267
1909859.1580178267,0.012867730452233161,1.4881619065874267e-4,-8.760575965611967e-4,1.663681101624234e-4,0.007909455023897928,0.005075291836428563,0.0037324456568165756,1.022492165810715e-4,SoloPerpendicular,1909859.1580178267,1909872.9508
1909872.9508,0.016691894607363932,6.921466006995919e-4,-0.002778560842042502,2.8681881285313706e-4,0.007909455023897928,0.005075291836428563,0.0037324456568165756,1.022492165810715e-4,SoloPerpendicular,1909872.9508,1909893.7711178265
1909893.7711178265,0.016691894607363932,6.921466006995919e-4,-0.002778560842042502,2.8681881285313706e-4,0.008921546594003602,0.005505458325244245,0.004446690398844001,1.2967712050314986e-4,SoloPerpendicular,1909893.7711178265,1909906.0487
1909906.0487,0.01930532920801797,-0.002711890561910181,-0.003636071815473905,3.932711044970129e-4,0.008921546594003602,0.005505458325244245,0.004446690398844001,1.2967712050314986e-4,SoloPerpendicular,1909906.0487,1909926.6112178266
1909926.6112178266,0.01930532920801797,-0.002711890561910181,-0.003636071815473905,3.932711044970129e-4,0.011920881593347872,0.005047355870889324,0.006512307986957809,2.099933745670155e-4,SoloPerpendicular,1909926.6112178266,1909939.2274
1909939.2274,0.022635050642277332,-0.004935690926470131,-0.002534907279780889,5.431323174171852e-4,0.011920881593347872,0.005047355870889324,0.006512307986957809,2.099933745670155e-4,SoloParallel,1909939.2274,1909958.8770178268
1909958.8770178268,0.022635050642277332,-0.004935690926470131,-0.002534907279780889,5.431323174171852e-4,0.01408983402278402,0.004854496442519188,0.007425570930977352,2.7722866215100945e-4,SoloParallel,1909958.8770178268,1909972.8213
1909972.8213,0.028104351648712524,-0.007149574718488017,-0.0018321445815229556,8.443277540173373e-4,0.01408983402278402,0.004854496442519188,0.007425570930977352,2.7722866215100945e-4,SoloParallel,1909972.8213,1909992.8757178267
1909992.8757178267,0.028104351648712524,-0.007149574718488017,-0.0018321445815229556,8.443277540173373e-4,0.016690068391013103,0.00480252676757373,0.008371254209160878,3.7170054328435054e-4,SoloParallel,1909992.8757178267,1910006.0532
1910006.0532,0.030058041936279225,-0.007574214494392067,0.0018723953959802943,9.643604747690676e-4,0.016690068391013103,0.00480252676757373,0.008371254209160878,3.7170054328435054e-4,MutualStillness,1910006.0532,1910026.1115178266
1910026.1115178266,0.030058041936279225,-0.007574214494392067,0.0018723953959802943,9.643604747690676e-4,0.017759444758432934,0.005638051292090218,0.007140150730469891,3.9816725295390093e-4,MutualStillness,1910026.1115178266,1910038.4786
1910038.4786,0.02718782396926427,0.01200349717025996,0.0013892826773955619,8.85191822857851e-4,0.017759444758432934,0.005638051292090218,0.007140150730469891,3.9816725295390093e-4,MutualStillness,1910038.4786,1910059.0711178267
1910059.0711178267,0.02718782396926427,0.01200349717025996,0.0013892826773955619,8.85191822857851e-4,0.018747365183485746,0.006749052224349341,0.005860560700463114,4.31359578973781e-4,MutualStillness,1910059.0711178267,1910072.7885
1910072.7885,0.01740237225996204,0.04232932046437456,0.004770708424866634,0.0021173735901251095,0.018747365183485746,0.006749052224349341,0.005860560700463114,4.31359578973781e-4,MutualStillness,1910072.7885,1910092.8471178268
1910092.8471178268,0.01740237225996204,0.04232932046437456,0.004770708424866634,0.0021173735901251095,0.01722116784494315,0.008705258600768798,0.0025435778315012203,3.7881993743486744e-4,MutualStillness,1910092.8471178268,1910106.7885
1910106.7885,0.017523296805155675,0.06792611109933006,-0.0010154269638343143,0.00492205359191899,0.01722116784494315,0.008705258600768798,0.0025435778315012203,3.7881993743486744e-4,MutualStillness,1910106.7885,1910126.1304178266
1910126.1304178266,0.017523296805155675,0.06792611109933006,-0.0010154269638343143,0.00492205359191899,0.016031416752909387,0.011024049659474771,3.83698016725182e-5,3.7853746624171e-4,MutualStillness,1910126.1304178266,1910138.8077
1910138.8077,0.015156267820734048,0.06731148094304619,0.0024874857105814194,0.0047667355061602355,0.016031416752909387,0.011024049659474771,3.83698016725182e-5,3.7853746624171e-4,MutualStillness,1910138.8077,1910159.0678178268
1910159.0678178268,0.015156267820734048,0.06731148094304619,0.0024874857105814194,0.0047667355061602355,0.015054310387176069,0.011988924889937969,-0.0027664855137084585,3.7802002334757015e-4,MutualStillness,1910159.0678178268,1910172.9721
1910172.9721,0.016447829488667524,0.06333306609593184,9.187397496883618e-4,0.00428245243872761,0.015054310387176069,0.011988924889937969,-0.0027664855137084585,3.7802002334757015e-4,MutualStillness,1910172.9721,1910192.9865178266
1910192.9865178266,0.016447829488667524,0.06333306609593184,9.187397496883618e-4,0.00428245243872761,0.015948159618477113,0.011620866621451974,-0.003887665437304463,4.0450227880241236e-4,MutualStillness,1910192.9865178266,1910205.539
1910205.539,0.01104443227496603,0.04251021851241974,2.0229832235249545e-4,0.0019291390868612119,0.015948159618477113,0.011620866621451974,-0.003887665437304463,4.0450227880241236e-4,MutualStillness,1910205.539,1910226.3866178268
1910226.3866178268,0.01104443227496603,0.04251021851241974,2.0229832235249545e-4,0.0019291390868612119,0.01634083783953986,0.011113793544593882,-0.005040802559107788,4.15949078689902e-4,MutualStillness,1910226.3866178268,1910238.5891
1910238.5891,0.0062492239635735655,0.020046878637412183,-0.0013540575749440655,4.427636151662985e-4,0.01634083783953986,0.011113793544593882,-0.005040802559107788,4.15949078689902e-4,MutualStillness,1910238.5891,1910258.964117827
1910258.964117827,0.0062492239635735655,0.020046878637412183,-0.0013540575749440655,4.427636151662985e-4,0.017624478706734475,0.011597822416981566,-0.004909095263654165,4.6923095080760887e-4,MutualStillness,1910258.964117827,1910272.9327
1910272.9327,0.01685660555659586,-1.4112178865961257e-4,-7.190808518890181e-4,2.846821435214464e-4,0.017624478706734475,0.011597822416981566,-0.004909095263654165,4.6923095080760887e-4,MutualStillness,1910272.9327,1910294.0664178268
1910294.0664178268,0.01685660555659586,-1.4112178865961257e-4,-7.190808518890181e-4,2.846821435214464e-4,0.019403036365178986,0.01102180026409382,-0.0032953926747732107,5.088175141309857e-4,MutualStillness,1910294.0664178268,1910306.2042
1910306.2042,0.022549686108733685,-0.001257999363153418,0.0022940037851854073,5.153333593665562e-4,0.019403036365178986,0.01102180026409382,-0.0032953926747732107,5.088175141309857e-4,MutualStillness,1910306.2042,1910326.0035178266
1910326.0035178266,0.022549686108733685,-0.001257999363153418,0.0022940037851854073,5.153333593665562e-4,0.021904381066148153,0.009943927725447221,-6.699671911199641e-4,5.791324645371248e-4,MutualStillness,1910326.0035178266,1910358.9115178268
1910358.9115178268,0.022549686108733685,-0.001257999363153418,0.0022940037851854073,5.153333593665562e-4,0.02317475743196451,0.008658430817391842,0.0015695868774380992,6.14501409215781e-4,MutualStillness,1910358.9115178268,1910372.8356
1910372.8356,0.029512767481107833,3.9103434099115215e-4,3.612579912334723e-4,8.712868595860004e-4,0.02317475743196451,0.008658430817391842,0.0015695868774380992,6.14501409215781e-4,MutualStillness,1910372.8356,1910392.8551178267
1910392.8551178267,0.029512767481107833,3.9103434099115215e-4,3.612579912334723e-4,8.712868595860004e-4,0.024722623543001365,0.008095697338777665,0.0031017136101130407,6.863690575692177e-4,MutualStillness,1910392.8551178267,1910426.1892178268
1910426.1892178268,0.029512767481107833,3.9103434099115215e-4,3.612579912334723e-4,8.712868595860004e-4,0.025057531586809102,0.007958364830545597,0.003647876263000574,7.04522461230164e-4,MutualStillness,1910426.1892178268,1910438.2982
1910438.2982,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.025057531586809102,0.007958364830545597,0.003647876263000574,7.04522461230164e-4,MutualStillness,1910438.2982,1910459.2855178267
1910459.2855178267,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.024946314075998326,0.007872119426918183,0.002803889511580176,6.921506466431642e-4,MutualStillness,1910459.2855178267,1910493.2866178267
1910493.2866178267,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.02362787517759441,0.008334790029866233,0.0016288346952410913,6.303983127143608e-4,MutualStillness,1910493.2866178267,1910526.0149178267
1910526.0149178267,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.022004877085564565,0.008148805001303959,8.437456087091559e-4,5.513295451522969e-4,MutualStillness,1910526.0149178267,1910558.8279178268
1910558.8279178268,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.02094170539380108,0.007864990794608714,4.90621069917747e-4,5.006538140342842e-4,MutualStillness,1910558.8279178268,1910594.0509178266
1910594.0509178266,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.020866175542702235,0.007310585114823832,5.152364524277243e-4,4.89107405101859e-4,MutualStillness,1910594.0509178266,1910627.0947178267
1910627.0947178267,0.03471611316226847,0.008621861234945223,-0.0012513698898064668,0.0012811109308511954,0.02223249579612658,0.007464068004458793,0.0011630427364061943,5.513488489066786e-4,MutualStillness,1910627.0947178267,1910639.3518
1910639.3518,0.0385489116731234,0.019484537685505204,-7.61129804850099e-4,0.0018662451185799736,0.02223249579612658,0.007464068004458793,0.0011630427364061943,5.513488489066786e-4,MutualStillness,1910639.3518,1910659.5583178266
1910659.5583178266,0.0385489116731234,0.019484537685505204,-7.61129804850099e-4,0.0018662451185799736,0.024439666655678892,0.008848238172612405,0.0019639249307214068,6.794456261334872e-4,MutualStillness,1910659.5583178266,1910693.5158178266
1910693.5158178266,0.0385489116731234,0.019484537685505204,-7.61129804850099e-4,0.0018662451185799736,0.029176493903673745,0.012395342189263494,0.002604998778678428,0.0010116983231369628,MutualStillness,1910693.5158178266,1910705.3501
1910705.3501,0.041957368508494595,0.025782471649211765,-8.725716819715304e-4,0.002425917997840201,0.029176493903673745,0.012395342189263494,0.002604998778678428,0.0010116983231369628,MutualStillness,1910705.3501,1910725.8913178267
1910725.8913178267,0.041957368508494595,0.025782471649211765,-8.725716819715304e-4,0.002425917997840201,0.034203154249051265,0.01607533046831796,0.0024957494488319354,0.0014345007755613703,MutualStillness,1910725.8913178267,1910738.0466
1910738.0466,0.042306028128265394,0.02170381314448059,8.346887125038165e-4,0.0022615522262468923,0.034203154249051265,0.01607533046831796,0.0024957494488319354,0.0014345007755613703,MutualStillness,1910738.0466,1910758.8717178265
1910758.8717178265,0.042306028128265394,0.02170381314448059,8.346887125038165e-4,0.0022615522262468923,0.039068335937328835,0.01940717444884598,0.00222590739432435,0.0019079279567280278,MutualStillness,1910758.8717178265,1910772.9358
1910772.9358,0.0389099023577146,0.017370562815093665,0.0026560118582512546,0.00182277135299117,0.039068335937328835,0.01940717444884598,0.00222590739432435,0.0019079279567280278,MutualStillness,1910772.9358,1910793.1729178266
1910793.1729178266,0.0389099023577146,0.017370562815093665,0.0026560118582512546,0.00182277135299117,0.04197551250417204,0.021052255936409858,8.642671864743448e-4,0.0022058880877696236,MutualStillness,1910793.1729178266,1910805.1806
1910805.1806,0.03180966641650623,0.009901740603086667,0.003807984804489786,0.0011244000927714446,0.04197551250417204,0.021052255936409858,8.642671864743448e-4,0.0022058880877696236,MutualStillness,1910805.1806,1910825.9727178267
1910825.9727178267,0.03180966641650623,0.009901740603086667,0.003807984804489786,0.0011244000927714446,0.04407850379858992,0.022177430512296193,-2.85231535653286e-4,0.0024348342782789635,MutualStillness,1910825.9727178267,1910837.994
1910837.994,0.028376405543368753,0.0068947511512770015,0.003915161139137955,8.680864717451805e-4,0.04407850379858992,0.022177430512296193,-2.85231535653286e-4,0.0024348342782789635,MutualStillness,1910837.994,1910859.0090178265
1910859.0090178265,0.028376405543368753,0.0068947511512770015,0.003915161139137955,8.680864717451805e-4,0.04397800022440129,0.021271072363959236,-0.0010696718341019797,0.0023876672210829016,MutualStillness,1910859.0090178265,1910872.4163
1910872.4163,0.02545970389079797,0.009035107514194816,0.003530305893927289,7.422927497048707e-4,0.04397800022440129,0.021271072363959236,-0.0010696718341019797,0.0023876672210829016,MutualStillness,1910872.4163,1910893.3646178269
1910893.3646178269,0.02545970389079797,0.009035107514194816,0.003530305893927289,7.422927497048707e-4,0.04138928945326693,0.020027121380857923,-0.0011957049094284931,0.002115588582480361,MutualStillness,1910893.3646178269,1910905.1467
1910905.1467,0.023972969039834938,0.015272451953276641,0.0032311127468481107,8.183911228328723e-4,0.04138928945326693,0.020027121380857923,-0.0011957049094284931,0.002115588582480361,MutualStillness,1910905.1467,1910925.9982178267
1910925.9982178267,0.023972969039834938,0.015272451953276641,0.0032311127468481107,8.183911228328723e-4,0.038498708281636054,0.018750693471052987,-0.001739360376004584,0.0018367644195175165,MutualStillness,1910925.9982178267,1910938.3767
1910938.3767,0.021395373537772978,0.015921154871080267,0.0026984035137751373,7.18526562772913e-4,0.038498708281636054,0.018750693471052987,-0.001739360376004584,0.0018367644195175165,MutualStillness,1910938.3767,1910959.3133178265
1910959.3133178265,0.021395373537772978,0.015921154871080267,0.0026984035137751373,7.18526562772913e-4,0.036619912039718816,0.01967903690360096,-0.001746089401911656,0.0017313312794494998,MutualStillness,1910959.3133178265,1910972.4235
1910972.4235,0.019772994501752968,0.007975089070567343,0.0016715424105739687,4.573674112801833e-4,0.036619912039718816,0.01967903690360096,-0.001746089401911656,0.0017313312794494998,MutualStillness,1910972.4235,1910993.2140178266
1910993.2140178266,0.019772994501752968,0.007975089070567343,0.0016715424105739687,4.573674112801833e-4,0.03615244085659566,0.02084291950184343,-0.0026633865832572517,0.0017485199013418473,MutualStillness,1910993.2140178266,1911005.4165
1911005.4165,0.017093187304857524,-3.7918829273997975e-4,9.011020620157753e-4,2.9313282092646253e-4,0.03615244085659566,0.02084291950184343,-0.0026633865832572517,0.0017485199013418473,MutualStillness,1911005.4165,1911026.4203178268
1911026.4203178268,0.017093187304857524,-3.7918829273997975e-4,9.011020620157753e-4,2.9313282092646253e-4,0.033717953499899915,0.02191676169119148,-0.0032980569348746887,0.0016281220107955663,MutualStillness,1911026.4203178268,1911038.8394
1911038.8394,0.013554593106211666,-0.0036656142698230916,2.910451035528835e-4,1.972484295023936e-4,0.033717953499899915,0.02191676169119148,-0.0032980569348746887,0.0016281220107955663,MutualStillness,1911038.8394,1911059.4887178265
1911059.4887178265,0.013554593106211666,-0.0036656142698230916,2.910451035528835e-4,1.972484295023936e-4,0.03242166965101785,0.021883386353358868,-0.0038426266682465068,0.0015448130409616244,MutualStillness,1911059.4887178265,1911072.3023
1911072.3023,0.010437408725198917,-0.003832824233262117,-0.0012351568424268829,1.2515565492533375e-4,0.03242166965101785,0.021883386353358868,-0.0038426266682465068,0.0015448130409616244,MutualStillness,1911072.3023,1911093.8594178269
1911093.8594178269,0.010437408725198917,-0.003832824233262117,-0.0012351568424268829,1.2515565492533375e-4,0.029860193528539143,0.021389333718892463,-0.0025214289638191365,0.0013554923585195472,MutualStillness,1911093.8594178269,1911105.079
1911105.079,0.007234455070104533,-0.003870186150376759,-0.002176623200417138,7.20533695565234e-5,0.029860193528539143,0.021389333718892463,-0.0025214289638191365,0.0013554923585195472,MutualStillness,1911105.079,1911126.1463178266
1911126.1463178266,0.007234455070104533,-0.003870186150376759,-0.002176623200417138,7.20533695565234e-5,0.027937730671625916,0.020325380043671508,-6.833073117846027e-4,0.0011941047778823257,MutualStillness,1911126.1463178266,1911138.5999
1911138.5999,0.006795617442787481,-0.004345904229433914,-0.004126893920791762,8.209855343359704e-5,0.027937730671625916,0.020325380043671508,-6.833073117846027e-4,0.0011941047778823257,MutualStillness,1911138.5999,1911158.8728178265
1911158.8728178265,0.006795617442787481,-0.004345904229433914,-0.004126893920791762,8.209855343359704e-5,0.022934868829810145,0.019129797339734238,0.0018374038875957656,8.953334075460521e-4,MutualStillness,1911158.8728178265,1911172.4138
1911172.4138,0.007451686452536997,-0.009523297171298654,-0.005928166805543876,1.8136398167414064e-4,0.022934868829810145,0.019129797339734238,0.0018374038875957656,8.953334075460521e-4,MutualStillness,1911172.4138,1911192.5881178267
1911192.5881178267,0.007451686452536997,-0.009523297171298654,-0.005928166805543876,1.8136398167414064e-4,0.02010619855638529,0.01940867048154666,0.0036008089292756517,7.939215351952019e-4,MutualStillness,1911192.5881178267,1911205.8286
1911205.8286,0.008900838116933209,-0.016572814948468653,-0.00648026376709476,3.958769329911583e-4,0.02010619855638529,0.01940867048154666,0.0036008089292756517,7.939215351952019e-4,MutualStillness,1911205.8286,1911225.9855178269
1911225.9855178269,0.008900838116933209,-0.016572814948468653,-0.00648026376709476,3.958769329911583e-4,0.016760143264794282,0.019847066048756707,0.0050166309651395544,6.999750192405374e-4,MutualStillness,1911225.9855178269,1911238.0882
1911238.0882,0.008567379531680203,-0.023532030521403374,-0.006387912544943417,6.679618791819583e-4,0.016760143264794282,0.019847066048756707,0.0050166309651395544,6.999750192405374e-4,MutualStillness,1911238.0882,1911258.9554178268
1911258.9554178268,0.008567379531680203,-0.023532030521403374,-0.006387912544943417,6.679618791819583e-4,0.014435570353166106,0.020862771264352757,0.0053651958614761835,6.724262428819126e-4,MutualStillness,1911258.9554178268,1911272.363
1911272.363,0.007944060530700216,-0.026450423716541136,-0.00568983101315712,7.951071894582754e-4,0.014435570353166106,0.020862771264352757,0.0053651958614761835,6.724262428819126e-4,MutualStillness,1911272.363,1911293.0285178265
1911293.0285178265,0.007944060530700216,-0.026450423716541136,-0.00568983101315712,7.951071894582754e-4,0.010668673506737994,0.01988608128457241,0.005071783501375519,5.349998111348191e-4,MutualStillness,1911293.0285178265,1911305.3136
1911305.3136,0.004222465352744375,-0.01871759847295951,-0.004647820109997674,3.8977993802496167e-4,0.010668673506737994,0.01988608128457241,0.005071783501375519,5.349998111348191e-4,MutualStillness,1911305.3136,1911326.7096178266
